UserID,BookTitle,Genre,Author,BorrowedBooks,PublicationYear
U0810,Web Development Mastery,Technology,Author_44,18,2022
U0433,Quantum Computing,Science,Author_27,6,2017
U0219,Business Strategy,Business,Author_36,1,2020
U0166,Deep Learning Fundamentals,Education,Author_1,20,2001
U0403,,Technology,Author_27,3,2024
U0936,Ethics in AI,Technology,Author_9,13,2023
U0621,Startup Growth,Business,Author_11,13,1980
U0471,Creative Writing,Art,Author_11,4,1991
U0117,Quantum Computing,Science,Author_41,4,1987
U0745,Machine Learning Guide,Education,Author_45,4,2019
U0231,Blockchain Revolution,Technology,Author_46,4,2008
U0069,Ethics in AI,Technology,Author_6,17,1987
U0995,Business Strategy,Business,Author_13,18,2002
U0421,Artificial Intelligence 101,Education,Author_27,6,1985
U0763,Machine Learning Guide,Education,Author_16,8,2014
U0578,Web Development Mastery,Technology,Author_6,19,1983
U0682,Advanced Statistics,Education,Author_33,5,2025
U0127,Romantic Tales,Romance,Author_41,16,2011
U0607,Ethics in AI,Technology,Author_3,15,2014
U0983,Artificial Intelligence 101,Education,Author_50,7,2004
U0677,Startup Growth,Business,Author_28,7,1987
U0079,Web Development Mastery,Technology,Author_44,12,1995
U0433,Machine Learning Guide,Education,Author_20,12,2015
U0709,Quantum Computing,Science,Author_5,16,2005
U0348,Modern Art,Art,Author_36,10,2018
U0938,Love Stories,,Author_39,2,1986
U0078,World War II,History,Author_44,11,2004
U0613,Romantic Tales,Romance,Author_44,11,2004
U0224,Deep Learning Fundamentals,Education,Author_43,1,2006
U0055,Modern Art,Art,Author_35,1,2010
U0401,Data Science with Python,Education,Author_39,10,1981
U0736,Business Strategy,Business,Author_36,5,2010
U0985,Business Strategy,Business,Author_27,11,1990
U0740,Web Development Mastery,Technology,Author_47,7,2017
U0234,Artificial Intelligence 101,Education,Author_13,16,2014
U0836,Ethics in AI,Technology,Author_27,6,2013
U0720,Startup Growth,Business,Author_34,8,1989
U0346,Quantum Computing,Science,Author_12,19,1980
U0271,,Education,Author_40,18,1998
U0508,Startup Growth,,Author_30,12,1994
U0333,Modern Art,Art,Author_15,7,1983
U0816,World War II,History,Author_17,6,2025
U0981,Advanced Statistics,Education,Author_27,10,2001
U0236,Data Science 1,Education,,1,2007
U0370,Climate Change Facts,Science,Author_23,12,1983
U0278,Machine Learning Guide,Education,Author_45,4,1983
U0408,Space Exploration,Science,Author_49,9,1993
U0952,History of India,History,Author_41,9,2002
U0921,Advanced Statistics,Education,Author_50,19,2022
U0415,Startup Growth,Business,Author_27,19,2020
U0330,Data Science with Python,Education,Author_42,14,2017
U0875,Modern Art,,Author_1,19,2012
U0147,Data Science 1,Education,Author_49,3,2018
U0286,Space Exploration,Science,Author_17,2,1996
U0477,Space Exploration,Science,Author_18,10,1997
U0460,Startup Growth,Business,Author_12,9,1980
U0865,Cooking Made Easy,Cooking,Author_33,10,2019
U0674,Climate Change Facts,Science,Author_39,7,2017
U0934,Web Development Mastery,Technology,Author_3,10,1990
U0467,Meditation for Beginners,Self-Help,Author_9,12,2006
U0920,Artificial Intelligence 101,Education,Author_16,20,1995
U0479,Romantic Tales,Romance,Author_4,20,2012
U0225,Web Development Mastery,Technology,Author_20,5,1988
U0675,Web Development Mastery,Technology,Author_25,11,2005
U0217,World War II,History,,6,2021
U0046,Artificial Intelligence 101,Education,Author_23,3,2008
U0171,Advanced Statistics,Education,Author_16,13,2022
U0999,Space Exploration,Science,Author_40,16,2007
U0283,Artificial Intelligence 101,Education,Author_22,2,1989
U0959,Modern Art,Art,Author_40,10,2023
U0384,Modern Art,Art,Author_2,6,2008
U0873,Data Science 1,Education,Author_30,3,1987
U0270,Data Science 1,Education,Author_24,5,1989
U0095,World War II,History,Author_37,2,2021
U0008,Deep Learning Fundamentals,Education,Author_6,17,2005
U0256,Data Science with Python,Education,Author_48,7,1998
U0848,Startup Growth,Business,Author_24,13,2023
U0540,Data Science with Python,Education,Author_49,14,1999
U0739,Creative Writing,Art,Author_10,1,2002
U0107,Blockchain Revolution,,Author_2,15,2019
U0024,Advanced Statistics,Education,Author_23,5,1989
U0509,Space Exploration,Science,Author_35,8,2002
U0211,Creative Writing,art,Author_7,14,2007
U0935,Business Strategy,Business,Author_25,14,2004
U0669,Deep Learning Fundamentals,Education,Author_13,10,1997
U0420,Cooking Made Easy,Cooking,Author_19,17,1989
U0082,Romantic Tales,Romance,Author_22,12,1998
U0520,Big Data Analytics,education,Author_10,17,1984
U0158,Python Basics,Education,Author_43,6,2016
U0140,Data Science with Python,Education,Author_42,9,2016
U0266,Cooking Made Easy,Cooking,Author_17,7,2015
U0112,Web Development Mastery,Technology,Author_35,2,1993
U0241,Machine Learning Guide,Education,Author_43,7,2015
U0206,Space Exploration,Science,Author_23,11,1980
U0331,Data Science 1,Education,Author_12,5,1990
U0153,Ethics in AI,Technology,Author_22,17,2009
U0021,Startup Growth,Business,Author_7,20,2001
U0296,Data Science with Python,Education,Author_29,7,2021
U0294,Quantum Computing,Science,Author_34,11,2009
U0355,MACHINE LEARNING GUIDE,Education,Author_29,15,2006
U0969,,Education,Author_42,15,1994
U0637,Startup Growth,Business,Author_32,3,1996
U0382,Python Basics,Education,Author_37,4,2014
U0438,History of India,History,Author_25,4,1988
U0817,Climate Change Facts,Science,Author_39,10,2014
U0381,WEB DEVELOPMENT MASTERY,Technology,Author_33,20,2020
U0229,Data Science 1,Education,Author_30,10,1983
U0481,Advanced Statistics,Education,Author_3,18,2005
U0736,Creative Writing,Art,Author_41,16,2002
U0768,Meditation for Beginners,Self-Help,Author_38,20,2005
U0365,Artificial Intelligence 101,Education,Author_31,18,2017
U0843,Romantic Tales,Romance,Author_17,7,1985
U0378,Creative Writing,Art,Author_44,16,2016
U0348,Romantic Tales,Romance,Author_37,2,2003
U0907,Ethics in AI,Technology,Author_3,13,2003
U0101,Data Science 1,Education,Author_10,2,2007
U0284,Love Stories,Romance,Author_16,12,2007
U0804,Data Science 1,Education,Author_48,1,2005
U0602,Love Stories,Romance,Author_36,19,2010
U0788,Cooking Made Easy,Cooking,Author_28,20,1995
U0545,Data Science 1,Education,,12,2008
U0986,History of India,History,Author_48,2,1998
U0616,Ethics in AI,Technology,Author_50,9,2009
U0595,Startup Growth,Business,,5,1987
U0474,Ethics in AI,Technology,Author_14,19,1995
U0072,Startup Growth,Business,Author_25,15,2000
U0487,Deep Learning Fundamentals,Education,Author_6,17,2016
U0232,LOVE STORIES,Romance,Author_18,17,2007
U0332,Creative Writing,Art,Author_5,6,1986
U0643,Blockchain Revolution,technology,Author_1,18,1988
U0554,Space Exploration,Science,Author_49,17,2015
U0003,History of India,,Author_38,2,1991
U0897,Deep Learning Fundamentals,Education,Author_16,20,1984
U0914,Business Strategy,Business,Author_34,13,1985
U0760,Artificial Intelligence 101,Education,Author_33,16,2025
U0738,Creative Writing,Art,Author_2,12,2018
U0497,Space Exploration,science,Author_31,3,1994
U0256,Romantic Tales,Romance,Author_7,7,2009
U0128,Creative Writing,Art,Author_19,16,2023
U0343,Romantic Tales,Romance,Author_46,17,2011
U0062,Blockchain Revolution,Technology,Author_38,12,1982
U0011,Cooking Made Easy,Cooking,Author_46,7,2007
U0565,Data Science 1,Education,Author_31,17,1983
U0307,World War II,History,Author_11,19,2000
U0293,,Business,Author_20,4,1991
U0780,Artificial Intelligence 101,Education,Author_35,18,2006
U0044,Quantum Computing,Science,Author_8,12,2017
U0405,Startup Growth,Business,Author_37,7,1999
U0387,Space Exploration,Science,Author_36,7,2009
U0356,Ethics in AI,Technology,Author_35,13,1987
U0857,Big Data Analytics,Education,Author_50,11,1987
U0676,Creative Writing,Art,Author_42,9,2005
U0731,Business Strategy,Business,Author_46,6,2011
U0503,Love Stories,Romance,Author_13,4,2007
U0855,Big Data Analytics,Education,Author_43,17,1991
U0160,Blockchain Revolution,Technology,Author_43,2,2016
U0932,Python Basics,Education,Author_8,9,1988
U0928,Big Data Analytics,Education,Author_34,17,1996
U0889,Love Stories,Romance,Author_37,6,2012
U0561,Romantic Tales,Romance,Author_32,15,2000
U0036,Big Data Analytics,Education,Author_9,2,2016
U0839,Ethics in AI,Technology,Author_16,16,1984
U0514,World War II,History,Author_11,10,1999
U0634,Quantum Computing,Science,Author_6,3,2014
U0479,MACHINE LEARNING GUIDE,Education,Author_42,10,2024
U0450,Ethics in AI,Technology,Author_6,5,1995
U0646,Modern Art,Art,Author_30,10,2004
U0625,Deep Learning Fundamentals,Education,Author_4,3,2025
U0057,Meditation for Beginners,Self-Help,Author_8,17,2009
U0774,Love Stories,Romance,Author_12,17,1998
U0062,ARTIFICIAL INTELLIGENCE 101,Education,Author_25,7,2015
U0620,Artificial Intelligence 101,Education,Author_47,3,2004
U0447,Web Development Mastery,Technology,Author_43,5,2025
U0813,World War II,History,Author_9,20,1994
U0316,Climate Change Facts,Science,Author_11,2,1992
U0543,Creative Writing,Art,,8,2005
U0565,,Education,Author_48,16,1992
U0066,Advanced Statistics,Education,Author_39,16,2020
U0372,DATA SCIENCE 1,Education,Author_28,15,1993
U0211,Artificial Intelligence 101,Education,Author_21,5,1992
U0060,Data Science 1,Education,Author_27,1,2000
U0547,Artificial Intelligence 101,Education,Author_48,19,2011
U0834,Romantic Tales,Romance,Author_5,17,2023
U0861,Ethics in AI,Technology,Author_39,13,1982
U0883,History of India,History,Author_34,3,2000
U0622,Big Data Analytics,Education,Author_41,19,2016
U0952,Cooking Made Easy,cooking,Author_44,6,2018
U0405,Web Development Mastery,technology,Author_1,5,2015
U0039,Meditation for Beginners,self-help,,19,2013
U0840,Space Exploration,Science,Author_1,2,2013
U0762,Artificial Intelligence 101,Education,Author_30,6,2013
U0019,Data Science 1,Education,Author_41,15,2016
U0808,Big Data Analytics,Education,Author_1,7,1996
U0725,PYTHON BASICS,Education,Author_22,3,1982
U0882,Meditation for Beginners,Self-Help,Author_29,5,1996
U0394,Big Data Analytics,Education,Author_24,14,1993
U0951,Climate Change Facts,Science,Author_16,14,2017
U0938,Python Basics,Education,Author_38,7,2007
U0348,Creative Writing,Art,Author_15,17,1980
U0251,Data Science with Python,Education,Author_4,15,2014
U0198,History of India,History,Author_29,4,1994
U0267,Cooking Made Easy,Cooking,Author_6,7,2011
U0178,Cooking Made Easy,cooking,Author_17,5,1993
U0074,Cooking Made Easy,Cooking,Author_13,14,1987
U0766,BLOCKCHAIN REVOLUTION,Technology,Author_50,9,1994
U0326,Romantic Tales,Romance,Author_8,8,2006
U0915,Deep Learning Fundamentals,Education,Author_34,14,2011
U0813,Blockchain Revolution,Technology,Author_39,9,1980
U0695,Space Exploration,Science,Author_49,20,2025
U0211,Cooking Made Easy,Cooking,Author_40,9,2007
U0961,Machine Learning Guide,Education,Author_34,5,1984
U0709,Blockchain Revolution,Technology,Author_21,1,2007
U0615,Advanced Statistics,Education,,18,1985
U0948,Machine Learning Guide,Education,Author_45,5,1988
U0116,Love Stories,Romance,Author_38,8,2025
U0344,Cooking Made Easy,Cooking,Author_43,17,2012
U0595,Romantic Tales,Romance,Author_12,12,2016
U0566,Business Strategy,Business,Author_15,10,2017
U0080,Romantic Tales,Romance,Author_23,19,1987
U0217,Blockchain Revolution,Technology,Author_44,6,2017
U0958,Meditation for Beginners,,Author_23,20,2006
U0981,,Art,Author_20,16,1995
U0406,Cooking Made Easy,Cooking,Author_47,10,2009
U0575,Web Development Mastery,technology,Author_1,17,1985
U0525,Creative Writing,Art,Author_6,1,1993
U0553,Business Strategy,business,Author_14,16,2008
U0214,Startup Growth,Business,Author_29,12,1989
U0741,Cooking Made Easy,Cooking,Author_1,8,2015
U0537,Data Science with Python,Education,Author_43,4,1986
U0116,Web Development Mastery,Technology,Author_43,17,1996
U0868,,Education,Author_48,3,2007
U0902,Business Strategy,Business,Author_32,13,2003
U0387,Data Science with Python,Education,Author_24,6,2012
U0385,Love Stories,Romance,Author_12,9,1984
U0603,Meditation for Beginners,Self-Help,Author_33,15,1991
U0306,Space Exploration,Science,Author_35,9,2008
U0430,History of India,History,Author_4,13,2017
U0970,Blockchain Revolution,Technology,Author_46,18,1985
U0033,Blockchain Revolution,Technology,Author_26,20,1982
U0183,Ethics in AI,Technology,Author_30,10,2005
U0183,Startup Growth,Business,Author_37,5,2011
U0555,Meditation for Beginners,Self-Help,Author_42,16,2008
U0346,Meditation for Beginners,Self-Help,Author_6,13,1997
U0297,MODERN ART,Art,Author_19,5,1983
U0924,History of India,History,Author_25,13,1998
U0664,Space Exploration,Science,Author_24,2,2015
U0079,Data Science with Python,Education,Author_47,17,1997
U0991,Data Science 1,Education,Author_3,3,1998
U0385,Data Science with Python,Education,Author_9,17,2006
U0219,Machine Learning Guide,Education,Author_25,19,2022
U0603,History of India,History,Author_22,4,2011
U0967,World War II,History,Author_35,6,2006
U0033,CREATIVE WRITING,Art,Author_6,5,2006
U0658,Blockchain Revolution,Technology,Author_21,8,1987
U0575,Blockchain Revolution,Technology,Author_27,16,2010
U0007,Romantic Tales,Romance,Author_32,1,1993
U0461,CREATIVE WRITING,Art,Author_35,17,2000
U0202,Blockchain Revolution,Technology,Author_22,6,1999
U0037,Cooking Made Easy,Cooking,Author_44,19,1984
U0583,Big Data Analytics,Education,Author_35,3,2010
U0079,Machine Learning Guide,Education,Author_33,3,2022
U0111,Romantic Tales,Romance,Author_13,16,1983
U0940,Romantic Tales,Romance,Author_25,6,2004
U0917,Web Development Mastery,Technology,Author_49,20,1985
U0406,Startup Growth,Business,Author_15,16,2014
U0110,Web Development Mastery,Technology,Author_30,6,2011
U0556,World War II,History,Author_10,5,2006
U0558,Space Exploration,Science,Author_2,1,2013
U0875,Data Science 1,Education,Author_9,9,1990
U0969,Deep Learning Fundamentals,Education,Author_49,12,2008
U0022,Data Science 1,Education,Author_45,18,1998
U0802,Space Exploration,Science,Author_15,5,1991
U0698,Creative Writing,Art,,10,1988
U0326,Blockchain Revolution,Technology,Author_31,3,2018
U0095,Climate Change Facts,Science,Author_39,13,2012
U0323,Python Basics,Education,Author_10,3,2013
U0179,Deep Learning Fundamentals,Education,Author_33,7,1992
U0580,Startup Growth,Business,Author_48,3,1983
U0307,Creative Writing,Art,Author_6,6,2016
U0424,Advanced Statistics,Education,Author_28,9,2025
U0938,Ethics in AI,Technology,Author_22,20,2010
U0065,Blockchain Revolution,Technology,Author_16,4,1994
U0515,Python Basics,Education,Author_5,6,1983
U0295,Web Development Mastery,Technology,Author_50,15,2023
U0723,Blockchain Revolution,Technology,Author_12,12,1990
U0277,World War II,History,Author_34,18,2005
U0963,Love Stories,Romance,Author_4,3,1985
U0423,Meditation for Beginners,Self-Help,Author_30,1,2008
U0493,Web Development Mastery,Technology,Author_20,8,1999
U0893,Creative Writing,Art,Author_22,19,1980
U0489,Meditation for Beginners,Self-Help,,3,1982
U0679,World War II,History,Author_1,9,2006
U0035,Romantic Tales,Romance,Author_34,8,1990
U0729,Artificial Intelligence 101,Education,Author_1,9,2012
U0152,Creative Writing,Art,Author_31,13,2008
U0252,Big Data Analytics,Education,Author_23,17,1992
U0213,History of India,History,Author_3,17,2003
U0391,Web Development Mastery,Technology,Author_17,17,2005
U0446,Big Data Analytics,Education,Author_42,10,2002
U0518,Cooking Made Easy,Cooking,Author_47,12,2012
U0088,Cooking Made Easy,Cooking,Author_42,17,1987
U0195,Data Science 1,Education,Author_19,3,2009
U0406,Business Strategy,Business,Author_50,17,2024
U0683,World War II,History,Author_19,8,2010
U0272,Startup Growth,Business,Author_19,12,1987
U0564,Modern Art,Art,Author_36,18,1980
U0919,Meditation for Beginners,Self-Help,Author_22,20,2016
U0308,Blockchain Revolution,Technology,Author_1,18,1993
U0157,History of India,History,Author_2,19,1980
U0644,Meditation for Beginners,Self-Help,Author_8,18,2005
U0325,Advanced Statistics,Education,Author_1,14,2011
U0180,Artificial Intelligence 101,Education,Author_26,11,1985
U0077,Deep Learning Fundamentals,Education,Author_39,10,1985
U0353,Meditation for Beginners,Self-Help,Author_31,15,1986
U0915,Blockchain Revolution,Technology,Author_49,15,2013
U0481,Python Basics,Education,Author_44,19,2000
U0808,ETHICS IN AI,Technology,Author_8,6,2009
U0672,Business Strategy,Business,Author_5,1,1999
U0308,Ethics in AI,Technology,Author_43,16,2010
U0287,Data Science with Python,Education,Author_9,9,1989
U0279,Advanced Statistics,Education,Author_21,10,1994
U0796,Romantic Tales,Romance,Author_32,17,2010
U0052,Meditation for Beginners,Self-Help,Author_46,12,1992
U0973,Big Data Analytics,Education,Author_35,12,1980
U0024,Advanced Statistics,Education,Author_34,18,1984
U0846,Space Exploration,Science,Author_24,2,2008
U0768,Data Science 1,Education,Author_6,14,2017
U0293,Blockchain Revolution,Technology,Author_27,6,2001
U0618,Machine Learning Guide,Education,Author_26,17,1993
U0202,Machine Learning Guide,Education,Author_28,16,1984
U0204,Python Basics,Education,Author_35,1,1998
U0593,Machine Learning Guide,Education,Author_43,20,1991
U0014,Cooking Made Easy,Cooking,Author_27,16,2001
U0550,Creative Writing,Art,Author_6,14,1992
U0775,World War II,History,Author_17,11,2014
U0734,Space Exploration,Science,Author_42,9,1984
U0007,Deep Learning Fundamentals,Education,,10,2009
U0481,CREATIVE WRITING,Art,Author_32,12,1992
U0331,Advanced Statistics,Education,Author_12,1,1997
U0566,Startup Growth,Business,Author_38,14,2023
U0934,Web Development Mastery,Technology,Author_50,14,1994
U0406,Data Science with Python,Education,Author_15,13,1980
U0581,Deep Learning Fundamentals,education,Author_33,12,2017
U0846,Deep Learning Fundamentals,Education,Author_4,12,1987
U0952,Big Data Analytics,Education,Author_32,16,1989
U0382,World War II,History,Author_31,3,2022
U0098,Artificial Intelligence 101,,Author_22,12,2000
U0064,Data Science 1,Education,Author_38,15,1992
U0516,Meditation for Beginners,Self-Help,Author_9,5,2020
U0756,,Cooking,Author_5,1,1981
U0403,CLIMATE CHANGE FACTS,Science,Author_17,7,2000
U0677,Ethics in AI,Technology,Author_34,12,1994
U0864,Startup Growth,Business,Author_44,14,2004
U0364,Romantic Tales,Romance,Author_1,15,2010
U0279,Deep Learning Fundamentals,Education,Author_4,3,2002
U0677,Web Development Mastery,Technology,Author_28,3,2019
U0619,Creative Writing,Art,Author_33,2,2022
U0524,Web Development Mastery,Technology,Author_3,1,1986
U0223,Creative Writing,Art,Author_12,15,1982
U0959,Business Strategy,Business,Author_16,2,2005
U0090,Advanced Statistics,,Author_40,8,2006
U0280,Meditation for Beginners,Self-Help,Author_26,16,2017
U0109,World War II,,Author_30,6,2025
U0511,BUSINESS STRATEGY,Business,Author_10,18,1983
U0148,Business Strategy,Business,Author_13,5,1989
U0843,Startup Growth,Business,Author_23,10,2005
U0567,Web Development Mastery,Technology,Author_13,13,2013
U0439,Love Stories,Romance,Author_49,3,1994
U0411,Python Basics,Education,,20,1993
U0817,Cooking Made Easy,Cooking,Author_21,1,2002
U0272,Meditation for Beginners,Self-Help,Author_36,1,2020
U0472,Blockchain Revolution,Technology,Author_44,20,2011
U0413,Data Science 1,Education,Author_11,14,2010
U0738,Modern Art,Art,Author_28,18,2002
U0255,Modern Art,Art,Author_27,8,2017
U0501,Cooking Made Easy,Cooking,,16,1994
U0993,Data Science with Python,Education,Author_32,12,2019
U0851,Machine Learning Guide,Education,Author_28,4,2000
U0149,CLIMATE CHANGE FACTS,Science,Author_34,2,2010
U0548,Data Science 1,Education,Author_42,10,1988
U0366,Space Exploration,Science,Author_12,8,1990
U0552,LOVE STORIES,Romance,Author_7,19,2021
U0105,Big Data Analytics,Education,Author_18,15,2020
U0919,Deep Learning Fundamentals,Education,Author_34,5,2009
U0815,Data Science 1,Education,Author_20,18,2022
U0017,Advanced Statistics,Education,Author_16,20,2004
U0538,Ethics in AI,Technology,Author_39,1,1995
U0566,Machine Learning Guide,Education,Author_20,8,1981
U0921,Data Science 1,,Author_45,14,1981
U0587,Creative Writing,Art,Author_29,2,2014
U0553,Artificial Intelligence 101,Education,Author_3,16,1985
U0012,Modern Art,art,Author_5,14,2010
U0821,Love Stories,Romance,Author_29,18,1982
U0210,Data Science 1,Education,Author_2,3,2000
U0388,Cooking Made Easy,Cooking,Author_14,18,2018
U0912,Data Science with Python,Education,Author_29,16,2003
U0041,Data Science 1,education,Author_37,17,1996
U0711,Business Strategy,Business,Author_12,17,2009
U0353,Romantic Tales,Romance,Author_17,7,1996
U0796,Love Stories,Romance,Author_31,5,1994
U0579,World War II,History,Author_9,2,2015
U0946,Machine Learning Guide,Education,Author_45,7,2019
U0763,Romantic Tales,Romance,Author_27,14,1980
U0765,Ethics in AI,Technology,Author_16,17,2018
U0138,Climate Change Facts,Science,Author_49,8,2009
U0397,Deep Learning Fundamentals,Education,Author_42,9,2020
U0832,Python Basics,Education,Author_40,8,2013
U0019,Meditation for Beginners,Self-Help,Author_16,20,2025
U0233,MEDITATION FOR BEGINNERS,,Author_29,6,2012
U0275,Startup Growth,Business,Author_35,14,1980
U0046,Machine Learning Guide,Education,Author_5,20,1987
U0043,Modern Art,Art,Author_25,8,1982
U0427,BUSINESS STRATEGY,Business,Author_15,2,2014
U0881,Business Strategy,Business,Author_41,18,2016
U0465,Data Science 1,Education,Author_5,11,2020
U0540,Data Science with Python,Education,Author_1,20,1981
U0575,Advanced Statistics,Education,Author_29,1,2019
U0675,Love Stories,Romance,Author_28,19,1992
U0365,Deep Learning Fundamentals,Education,Author_14,2,2008
U0397,Ethics in AI,Technology,Author_5,15,2023
U0812,Space Exploration,Science,Author_48,10,2020
U0848,Business Strategy,Business,Author_7,8,1996
U0302,History of India,History,Author_36,12,2014
U0636,Business Strategy,Business,Author_42,3,2021
U0144,Advanced Statistics,Education,Author_27,20,1980
U0434,Python Basics,Education,Author_12,11,2005
U0386,Data Science 1,Education,Author_43,3,1991
U0316,World War II,History,Author_45,5,1982
U0417,,Technology,Author_8,11,1999
U0149,Data Science 1,Education,Author_41,18,1992
U0883,Meditation for Beginners,Self-Help,Author_31,20,1991
U0599,Romantic Tales,Romance,Author_44,10,2015
U0937,Python Basics,Education,Author_18,19,1987
U0014,Romantic Tales,Romance,Author_29,2,2006
U0297,Machine Learning Guide,Education,Author_14,1,1998
U0653,Startup Growth,Business,Author_49,14,2012
U0342,Modern Art,Art,Author_23,14,1983
U0752,Big Data Analytics,Education,Author_38,8,2020
U0019,Web Development Mastery,Technology,Author_22,9,1997
U0338,WEB DEVELOPMENT MASTERY,Technology,Author_34,3,2014
U0326,Cooking Made Easy,Cooking,Author_49,13,2022
U0752,Ethics in AI,Technology,Author_18,19,2012
U0931,Romantic Tales,Romance,Author_4,2,2000
